id,model,date,metric_type,metric_value
745,Long Bull Model V3.2,2025-07-18,hit_rate,0.5882352941176471
746,Long Bull Model V3.2,2025-07-18,sharpe_ratio,1.3474664688110352
747,Long Bull Model,2025-07-18,r2,0.002
748,Long Bull Model,2025-07-18,hit_rate,6209.0
749,Long Bull Model,2025-07-18,r2,0.002
750,Long Bull Model,2025-07-18,hit_rate,6209.0
751,QQQ Trading Signal,2025-07-18,hit_rate,44.7
752,Algorand Model,2025-07-18,r2,0.8325
753,Algorand Model,2025-07-18,r2,0.8325
754,Algorand Model,2025-07-18,r2,0.8325
755,Bitcoin Model,2025-07-18,hit_rate,50.27
756,Bitcoin Model,2025-07-18,hit_rate,50.27
757,Bitcoin Model,2025-07-18,hit_rate,50.27
758,Wishing Well QQQ Model,2025-07-18,hit_rate,30.2
759,Long Bull Model V3.2,2025-07-19,r2_score,-0.43555254838732016
760,Long Bull Model V3.2,2025-07-19,mae,4.637959885592171
761,Long Bull Model V3.2,2025-07-19,mse,37.55046206313838
762,Long Bull Model V3.2,2025-07-19,direction_accuracy,0.6236559139784946
763,Long Bull Model V3.2,2025-07-19,hit_rate,0.6236559139784946
764,Long Bull Model V3.2,2025-07-19,sharpe_ratio,1.1219968830402187
765,Algorand Model V2,2025-07-19,r2_score,0.8306332189835813
766,Algorand Model V2,2025-07-19,mae,0.009864896408902276
767,Algorand Model V2,2025-07-19,mse,0.00020596610413226395
768,Algorand Model V2,2025-07-19,direction_accuracy,0.9305555555555556
769,Long Bull Model V3.2,2025-07-19,r2_score,-0.4475243503243487
770,Long Bull Model V3.2,2025-07-19,mae,4.656520118761996
771,Long Bull Model V3.2,2025-07-19,mse,37.86361444127236
772,Long Bull Model V3.2,2025-07-19,direction_accuracy,0.6236559139784946
773,Long Bull Model V3.2,2025-07-19,hit_rate,0.6236559139784946
774,Long Bull Model V3.2,2025-07-19,sharpe_ratio,1.1163051128387451
775,Algorand Model V2,2025-07-19,r2_score,0.8307713057376642
776,Algorand Model V2,2025-07-19,mae,0.009863044534252751
777,Algorand Model V2,2025-07-19,mse,0.00020585054567549108
778,Algorand Model V2,2025-07-19,direction_accuracy,0.9305555555555556
779,Long Bull Model V3.2,2025-07-19,r2_score,-0.4475243503243487
780,Long Bull Model V3.2,2025-07-19,mae,4.656520118761996
781,Long Bull Model V3.2,2025-07-19,mse,37.86361444127236
782,Long Bull Model V3.2,2025-07-19,direction_accuracy,0.6236559139784946
783,Long Bull Model V3.2,2025-07-19,hit_rate,0.6236559139784946
784,Long Bull Model V3.2,2025-07-19,sharpe_ratio,1.1163051128387451
785,Algorand Model V2,2025-07-20,r2_score,0.8353099286839069
786,Algorand Model V2,2025-07-20,mae,0.009843326977292698
787,Algorand Model V2,2025-07-20,mse,0.00020129028923206486
788,Algorand Model V2,2025-07-20,direction_accuracy,0.9305555555555556
789,Long Bull Model V3.2,2025-07-20,r2_score,-0.4976931324403311
790,Long Bull Model V3.2,2025-07-20,mae,3.7381751084847625
791,Long Bull Model V3.2,2025-07-20,mse,26.991634308901286
792,Long Bull Model V3.2,2025-07-20,direction_accuracy,0.5967741935483871
793,Long Bull Model V3.2,2025-07-20,hit_rate,0.5967741935483871
794,Long Bull Model V3.2,2025-07-20,sharpe_ratio,1.1623958349227905
795,Algorand Model V2,2025-07-20,r2_score,0.8454193335613172
796,Algorand Model V2,2025-07-20,mae,0.009699322797980574
797,Algorand Model V2,2025-07-20,mse,0.00019037474133383735
798,Algorand Model V2,2025-07-20,direction_accuracy,0.9305555555555556
799,Long Bull Model V3.2,2025-07-20,r2_score,-0.526345061270657
800,Long Bull Model V3.2,2025-07-20,mae,3.7855557938797575
801,Long Bull Model V3.2,2025-07-20,mse,27.368879650203397
802,Long Bull Model V3.2,2025-07-20,direction_accuracy,0.5989304812834224
803,Long Bull Model V3.2,2025-07-20,hit_rate,0.5989304812834224
804,Long Bull Model V3.2,2025-07-20,sharpe_ratio,1.1087398529052734
805,Algorand Model V2,2025-07-21,r2_score,0.8458230311078883
806,Algorand Model V2,2025-07-21,mae,0.009630093765503831
807,Algorand Model V2,2025-07-21,mse,0.00018968493059258863
808,Algorand Model V2,2025-07-21,direction_accuracy,0.9305555555555556
809,Long Bull Model V3.2,2025-07-21,r2_score,-0.5094535176958435
810,Long Bull Model V3.2,2025-07-21,mae,3.7160038187692392
811,Long Bull Model V3.2,2025-07-21,mse,27.18319061500761
812,Long Bull Model V3.2,2025-07-21,direction_accuracy,0.6129032258064516
813,Long Bull Model V3.2,2025-07-21,hit_rate,0.6129032258064516
814,Long Bull Model V3.2,2025-07-21,sharpe_ratio,1.2452170848846436
815,Algorand Model V2,2025-07-22,r2_score,0.8323917367078397
816,Algorand Model V2,2025-07-22,mae,0.009834027912914755
817,Algorand Model V2,2025-07-22,mse,0.00020574760258499738
818,Algorand Model V2,2025-07-22,direction_accuracy,0.9375
819,Long Bull Model V3.2,2025-07-22,r2_score,-0.2990244824075363
820,Long Bull Model V3.2,2025-07-22,mae,2.8717483674279434
821,Long Bull Model V3.2,2025-07-22,mse,16.802198325011943
822,Long Bull Model V3.2,2025-07-22,direction_accuracy,0.6417112299465241
823,Long Bull Model V3.2,2025-07-22,hit_rate,0.6417112299465241
824,Long Bull Model V3.2,2025-07-22,sharpe_ratio,1.2457581758499146
825,Algorand Model V2,2025-07-23,r2_score,0.8364907959710359
826,Algorand Model V2,2025-07-23,mae,0.009907690414965154
827,Algorand Model V2,2025-07-23,mse,0.0002025525193182739
828,Algorand Model V2,2025-07-23,direction_accuracy,0.9375
829,Long Bull Model V3.2,2025-07-23,r2_score,-0.4655391713324637
830,Long Bull Model V3.2,2025-07-23,mae,3.677542341260013
831,Long Bull Model V3.2,2025-07-23,mse,26.193254147561234
832,Long Bull Model V3.2,2025-07-23,direction_accuracy,0.5967741935483871
833,Long Bull Model V3.2,2025-07-23,hit_rate,0.5967741935483871
834,Long Bull Model V3.2,2025-07-23,sharpe_ratio,1.2950010299682617
835,Algorand Model V2,2025-07-24,r2_score,0.8257890744229505
836,Algorand Model V2,2025-07-24,mae,0.01013144593305058
837,Algorand Model V2,2025-07-24,mse,0.00021437310546603878
838,Algorand Model V2,2025-07-24,direction_accuracy,0.9305555555555556
839,Long Bull Model V3.2,2025-07-24,r2_score,-0.4705956657711561
840,Long Bull Model V3.2,2025-07-24,mae,3.6722342958606755
841,Long Bull Model V3.2,2025-07-24,mse,26.152336470328496
842,Long Bull Model V3.2,2025-07-24,direction_accuracy,0.5882352941176471
843,Long Bull Model V3.2,2025-07-24,hit_rate,0.5882352941176471
844,Long Bull Model V3.2,2025-07-24,sharpe_ratio,1.3390617370605469
845,Algorand Model V2,2025-07-25,r2_score,0.827835563358746
846,Algorand Model V2,2025-07-25,mae,0.010012126605702772
847,Algorand Model V2,2025-07-25,mse,0.00021151289925434524
848,Algorand Model V2,2025-07-25,direction_accuracy,0.9375
849,Long Bull Model V3.2,2025-07-25,r2_score,-0.3888803115689947
850,Long Bull Model V3.2,2025-07-25,mae,4.419712509924489
851,Long Bull Model V3.2,2025-07-25,mse,36.11330165438343
852,Long Bull Model V3.2,2025-07-25,direction_accuracy,0.5913978494623656
853,Long Bull Model V3.2,2025-07-25,hit_rate,0.5913978494623656
854,Long Bull Model V3.2,2025-07-25,sharpe_ratio,0.8199489116668701
855,Algorand Model V2,2025-07-26,r2_score,0.8202917764807588
856,Algorand Model V2,2025-07-26,mae,0.010289297880464131
857,Algorand Model V2,2025-07-26,mse,0.0002213848629082684
858,Algorand Model V2,2025-07-26,direction_accuracy,0.9375
859,Long Bull Model V3.2,2025-07-26,r2_score,-0.5681714693170281
860,Long Bull Model V3.2,2025-07-26,mae,3.733367696105254
861,Long Bull Model V3.2,2025-07-26,mse,27.844679876449913
862,Long Bull Model V3.2,2025-07-26,direction_accuracy,0.5882352941176471
863,Long Bull Model V3.2,2025-07-26,hit_rate,0.5882352941176471
864,Long Bull Model V3.2,2025-07-26,sharpe_ratio,1.244800090789795
865,Algorand Model V2,2025-07-27,r2_score,0.8300067371871025
866,Algorand Model V2,2025-07-27,mae,0.010096227465788525
867,Algorand Model V2,2025-07-27,mse,0.00021219263843965034
868,Algorand Model V2,2025-07-27,direction_accuracy,0.9305555555555556
869,Long Bull Model V3.2,2025-07-27,r2_score,-0.5295301119358711
870,Long Bull Model V3.2,2025-07-27,mae,3.64624147099283
871,Long Bull Model V3.2,2025-07-27,mse,27.144416198387923
872,Long Bull Model V3.2,2025-07-27,direction_accuracy,0.5989304812834224
873,Long Bull Model V3.2,2025-07-27,hit_rate,0.5989304812834224
874,Long Bull Model V3.2,2025-07-27,sharpe_ratio,1.2419483661651611
875,Algorand Model V2,2025-07-28,r2_score,0.8305973249228304
876,Algorand Model V2,2025-07-28,mae,0.010004099062919618
877,Algorand Model V2,2025-07-28,mse,0.00021321110819539626
878,Algorand Model V2,2025-07-28,direction_accuracy,0.9305555555555556
879,Long Bull Model V3.2,2025-07-28,r2_score,-0.2814582415570268
880,Long Bull Model V3.2,2025-07-28,mae,4.244650295471925
881,Long Bull Model V3.2,2025-07-28,mse,33.23753740925044
882,Long Bull Model V3.2,2025-07-28,direction_accuracy,0.5806451612903226
883,Long Bull Model V3.2,2025-07-28,hit_rate,0.5806451612903226
884,Long Bull Model V3.2,2025-07-28,sharpe_ratio,0.9417775869369507
885,Algorand Model V2,2025-07-29,r2_score,0.8243293381280307
886,Algorand Model V2,2025-07-29,mae,0.010142346159074044
887,Algorand Model V2,2025-07-29,mse,0.00022130386870052515
888,Algorand Model V2,2025-07-29,direction_accuracy,0.9305555555555556
889,Long Bull Model V3.2,2025-07-29,r2_score,-0.35385952978301627
890,Long Bull Model V3.2,2025-07-29,mae,4.362971878466751
891,Long Bull Model V3.2,2025-07-29,mse,35.031391733666645
892,Long Bull Model V3.2,2025-07-29,direction_accuracy,0.6021505376344086
893,Long Bull Model V3.2,2025-07-29,hit_rate,0.6021505376344086
894,Long Bull Model V3.2,2025-07-29,sharpe_ratio,0.9950686693191528
895,Test Model,2025-07-30,r2_score,0.75
896,Test Model,2025-07-30,mae,0.05
897,Test Model,2025-07-30,hit_rate,0.68
898,Bitcoin Model,2025-07-30,avg_R2,-0.07222615247006225
899,Bitcoin Model,2025-07-30,avg_MSE,0.005273775482982774
900,Bitcoin Model,2025-07-30,avg_MAE,0.047339500008192655
901,Bitcoin Model,2025-07-30,avg_WF_Steps,117.0
902,Bitcoin Model,2025-07-30,avg_WF_Window_Size,365.0
903,Bitcoin Model,2025-07-30,avg_Directional_Accuracy,0.5172018348623854
904,Long Bull Model V3.2,2025-07-30,r2_score,-0.4994106128446778
905,Long Bull Model V3.2,2025-07-30,mae,3.589981131458399
906,Long Bull Model V3.2,2025-07-30,mse,26.51763717789497
907,Long Bull Model V3.2,2025-07-30,direction_accuracy,0.6042780748663101
908,Long Bull Model V3.2,2025-07-30,hit_rate,0.6042780748663101
909,Long Bull Model V3.2,2025-07-30,sharpe_ratio,0.908595860004425
910,Bitcoin Model,2025-07-31,avg_R2,-0.07223033721804135
911,Bitcoin Model,2025-07-31,avg_MSE,0.0052723911008168865
912,Bitcoin Model,2025-07-31,avg_MAE,0.04733046735990971
913,Bitcoin Model,2025-07-31,avg_WF_Steps,117.0
914,Bitcoin Model,2025-07-31,avg_WF_Window_Size,365.0
915,Bitcoin Model,2025-07-31,avg_Directional_Accuracy,0.5171491353778542
916,Long Bull Model V3.2,2025-07-31,r2_score,-0.6677385329009609
917,Long Bull Model V3.2,2025-07-31,mae,3.7131534082633677
918,Long Bull Model V3.2,2025-07-31,mse,29.45691575845805
919,Long Bull Model V3.2,2025-07-31,direction_accuracy,0.6256684491978609
920,Long Bull Model V3.2,2025-07-31,hit_rate,0.6256684491978609
921,Long Bull Model V3.2,2025-07-31,sharpe_ratio,1.0527561902999878
922,QQQ Trading Signal,2025-07-31,mse,0.00020940754304795748
923,QQQ Trading Signal,2025-07-31,rmse,0.01447092060125953
924,QQQ Trading Signal,2025-07-31,mae,0.014457571437210714
925,QQQ Trading Signal,2025-07-31,r_squared,0.0
926,QQQ Trading Signal,2025-07-31,hit_rate,0.0
927,QQQ Trading Signal,2025-07-31,sharpe_ratio,0.0
928,QQQ Trading Signal,2025-07-31,win_rate,0.0
929,QQQ Trading Signal,2025-07-31,profit_factor,0.0
930,QQQ Trading Signal,2025-07-31,max_drawdown,-0.010236471891962884
931,QQQ Trading Signal,2025-07-31,trades,2.0
932,QQQ Trading Signal,2025-07-31,mse,0.00020940754304795748
933,QQQ Trading Signal,2025-07-31,rmse,0.01447092060125953
934,QQQ Trading Signal,2025-07-31,mae,0.014457571437210714
935,QQQ Trading Signal,2025-07-31,r_squared,0.0
936,QQQ Trading Signal,2025-07-31,hit_rate,0.0
937,QQQ Trading Signal,2025-07-31,sharpe_ratio,0.0
938,QQQ Trading Signal,2025-07-31,win_rate,0.0
939,QQQ Trading Signal,2025-07-31,profit_factor,0.0
940,QQQ Trading Signal,2025-07-31,max_drawdown,-0.010236471891962884
941,QQQ Trading Signal,2025-07-31,trades,2.0
942,Bitcoin Model,2025-08-01,avg_R2,-0.0722405862296142
943,Bitcoin Model,2025-08-01,avg_MSE,0.005271115338662033
944,Bitcoin Model,2025-08-01,avg_MAE,0.04732432127844366
945,Bitcoin Model,2025-08-01,avg_WF_Steps,117.0
946,Bitcoin Model,2025-08-01,avg_WF_Window_Size,365.0
947,Bitcoin Model,2025-08-01,avg_Directional_Accuracy,0.5170009551098377
948,Long Bull Model V3.2,2025-08-01,r2_score,-0.49498896569562034
949,Long Bull Model V3.2,2025-08-01,mae,4.520273514114843
950,Long Bull Model V3.2,2025-08-01,mse,38.63815480855659
951,Long Bull Model V3.2,2025-08-01,direction_accuracy,0.6236559139784946
952,Long Bull Model V3.2,2025-08-01,hit_rate,0.6236559139784946
953,Long Bull Model V3.2,2025-08-01,sharpe_ratio,1.1809816360473633
954,QQQ Trading Signal,2025-08-01,mse,0.00020935451914558243
955,QQQ Trading Signal,2025-08-01,rmse,0.01446908840064164
956,QQQ Trading Signal,2025-08-01,mae,0.014455736033246791
957,QQQ Trading Signal,2025-08-01,r_squared,0.0
958,QQQ Trading Signal,2025-08-01,hit_rate,0.0
959,QQQ Trading Signal,2025-08-01,sharpe_ratio,0.0
960,QQQ Trading Signal,2025-08-01,win_rate,0.0
961,QQQ Trading Signal,2025-08-01,profit_factor,0.0
962,QQQ Trading Signal,2025-08-01,max_drawdown,-0.010236471891962884
963,QQQ Trading Signal,2025-08-01,trades,2.0
964,Bitcoin Model,2025-08-02,avg_R2,-0.07224372997892603
965,Bitcoin Model,2025-08-02,avg_MSE,0.005269862742680237
966,Bitcoin Model,2025-08-02,avg_MAE,0.047316745822730794
967,Bitcoin Model,2025-08-02,avg_WF_Steps,117.0
968,Bitcoin Model,2025-08-02,avg_WF_Window_Size,365.0
969,Bitcoin Model,2025-08-02,avg_Directional_Accuracy,0.5170438269836723
970,Long Bull Model V3.2,2025-08-02,r2_score,-0.4471373459196739
971,Long Bull Model V3.2,2025-08-02,mae,2.891890488152216
972,Long Bull Model V3.2,2025-08-02,mse,18.07684473044956
973,Long Bull Model V3.2,2025-08-02,direction_accuracy,0.648936170212766
974,Long Bull Model V3.2,2025-08-02,hit_rate,0.648936170212766
975,Long Bull Model V3.2,2025-08-02,sharpe_ratio,1.0717706680297852
976,QQQ Trading Signal,2025-08-02,mse,0.00020935451914558243
977,QQQ Trading Signal,2025-08-02,rmse,0.01446908840064164
978,QQQ Trading Signal,2025-08-02,mae,0.014455736033246791
979,QQQ Trading Signal,2025-08-02,r_squared,0.0
980,QQQ Trading Signal,2025-08-02,hit_rate,0.0
981,QQQ Trading Signal,2025-08-02,sharpe_ratio,0.0
982,QQQ Trading Signal,2025-08-02,win_rate,0.0
983,QQQ Trading Signal,2025-08-02,profit_factor,0.0
984,QQQ Trading Signal,2025-08-02,max_drawdown,-0.010236471891962884
985,QQQ Trading Signal,2025-08-02,trades,2.0
986,Bitcoin Model,2025-08-03,avg_R2,-0.07223529633347403
987,Bitcoin Model,2025-08-03,avg_MSE,0.005268746952202002
988,Bitcoin Model,2025-08-03,avg_MAE,0.04731086714727706
989,Bitcoin Model,2025-08-03,avg_WF_Steps,117.0
990,Bitcoin Model,2025-08-03,avg_WF_Window_Size,365.0
991,Bitcoin Model,2025-08-03,avg_Directional_Accuracy,0.5169912180221458
992,Long Bull Model V3.2,2025-08-03,r2_score,-0.40306550644333106
993,Long Bull Model V3.2,2025-08-03,mae,4.42558217440053
994,Long Bull Model V3.2,2025-08-03,mse,36.11807543110744
995,Long Bull Model V3.2,2025-08-03,direction_accuracy,0.5828877005347594
996,Long Bull Model V3.2,2025-08-03,hit_rate,0.5828877005347594
997,Long Bull Model V3.2,2025-08-03,sharpe_ratio,0.8106535077095032
998,QQQ Trading Signal,2025-08-03,mse,0.00020935451914558243
999,QQQ Trading Signal,2025-08-03,rmse,0.01446908840064164
1000,QQQ Trading Signal,2025-08-03,mae,0.014455736033246791
1001,QQQ Trading Signal,2025-08-03,r_squared,0.0
1002,QQQ Trading Signal,2025-08-03,hit_rate,0.0
1003,QQQ Trading Signal,2025-08-03,sharpe_ratio,0.0
1004,QQQ Trading Signal,2025-08-03,win_rate,0.0
1005,QQQ Trading Signal,2025-08-03,profit_factor,0.0
1006,QQQ Trading Signal,2025-08-03,max_drawdown,-0.010236471891962884
1007,QQQ Trading Signal,2025-08-03,trades,2.0
1008,Long Bull Model,2025-08-03,r2,0.002
1009,Long Bull Model,2025-08-03,hit_rate,6209.0
1010,Long Bull Model,2025-08-03,r2,0.002
1011,Long Bull Model,2025-08-03,hit_rate,6209.0
1012,QQQ Trading Signal,2025-08-03,hit_rate,50.0
1013,Bitcoin Model,2025-08-03,hit_rate,50.339999999999996
1014,Bitcoin Model,2025-08-03,hit_rate,50.339999999999996
1015,Bitcoin Model,2025-08-03,hit_rate,50.339999999999996
1016,Wishing Well QQQ Model,2025-08-03,hit_rate,30.1
