date,Open,High,Low,Close,Adj Close,Volume,AdrActCnt,FeeTotUSD,TxCnt,TxTfrValAdjUSD,returns,log_returns,volatility,MA_7,MA_ratio_7,std_7,mom_7,MA_14,MA_ratio_14,std_14,mom_14,MA_30,MA_ratio_30,std_30,mom_30,MA_50,MA_ratio_50,std_50,mom_50,MA_100,MA_ratio_100,std_100,mom_100,MA_200,MA_ratio_200,std_200,mom_200,EMA_12,EMA_26,EMA_9,EMA_50,EMA_200,MACD,MACD_signal,MACD_hist,MACD_ratio,BB_middle_20,BB_std_20,BB_upper_20,BB_lower_20,BB_width_20,BB_pos_20,BB_middle_50,BB_std_50,BB_upper_50,BB_lower_50,BB_width_50,BB_pos_50,RSI_7,RSI_14,RSI_21,ROC_1,ROC_3,ROC_5,ROC_7,ROC_14,ROC_30,volume_change,volume_ma_ratio,OBV,VWMA_20,close_lag_1,return_lag_1,close_lag_2,return_lag_2,close_lag_3,return_lag_3,close_lag_4,return_lag_4,close_lag_5,return_lag_5,close_lag_6,return_lag_6,close_lag_7,return_lag_7,high_low_ratio,close_open_ratio,price_swing,price_swing_ma,price_swing_ratio,returns_skew,returns_kurt,day_of_week,month,day_of_week_sin,day_of_week_cos,month_sin,month_cos,target_return_1d,target_return_3d,target_return_7d
2025-07-17,120226.0,120226.0,120226.0,120226.0,116583.0,0.0,811618.0,716453.4024313344,428846.0,25095425680.238194,0.012702370322950074,0.012622371950726626,0.024433632612521156,117138.0,1.0263620686711312,0.03595388036260625,0.10528251236508734,112884.07142857143,1.0650395443618736,0.027857599652282856,0.13957213675699753,108855.06666666667,1.104459385139619,0.024433632612521156,0.14221381950844125,107755.76,1.1157268994251341,0.021531563064616527,0.09639235427154014,101361.97953125,1.1861054860608065,0.023513069903174474,0.43974962516187777,97142.5461328125,1.2376245505818506,0.025018563990591196,0.25502743229271063,114739.96913968748,111274.32978214821,115980.31038681573,108072.25899522887,96949.48435296289,3465.639357539272,2372.6418066095375,1092.9975509297346,1.460666902135619,111139.0,5108.138377550116,121355.27675510023,100922.72324489977,0.1838468360359575,0.9447314916103162,107755.76,4612.302973215659,116980.36594643131,98531.15405356868,0.1712132315976655,1.1759226395368758,78.72191011233191,75.41509889878644,71.24870047356197,1.2702370322950074,0.03411407413571599,1.8346603421988794,10.528251236508734,13.957213675699753,14.221381950844126,-1.0,0.0,2211823216040.0,0.0,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,120185.0,0.02230293544737716,117563.0,-0.004209723869219029,118060.0,0.08536966554507508,108774.0,0.0,108774.0,0.0072319502189956975,0.9999999999999917,0.9999999999999917,0.0,0.0,0.0,1.1654450365190778,2.967620319465799,3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.02277377605509623,-0.014214895280554973,-0.009581953986658509
2025-07-18,117488.0,117488.0,117488.0,117488.0,116583.0,0.0,757713.0,524995.7919334312,449609.0,17609185085.22226,-0.02277377605509623,-0.02303710415745486,0.024400260148890764,118382.85714285714,0.9924409904908927,0.038473039433828814,0.08011105595087065,113446.85714285714,1.0356214615276036,0.02776183967438833,0.07188278334808262,109152.96666666666,1.076361033399907,0.024400260148890764,0.08232996471704546,107925.5,1.0886027861811982,0.021789118282935817,0.077861670993844,101754.7146875,1.1546197182196176,0.022675552796109087,0.5021258650341898,97259.1618359375,1.207989024192749,0.025043192273563993,0.24768412314108024,115162.7431181971,111734.60165013724,116281.8483094526,108441.50374051402,97153.8476927344,3428.141468059868,2583.7417388996037,844.3997291602645,1.3268127446509268,111632.7,5225.3323147901065,122083.3646295802,101182.03537041979,0.18723303529485735,0.7801400775710484,107925.5,4810.954520462488,117547.40904092498,98303.59095907502,0.1783064992226098,0.996912824644606,69.21584193347074,64.27406790097831,63.877980763720295,-2.277377605509623,0.9000343524562027,-0.06379558194329338,8.011105595087065,7.188278334808262,8.232996471704546,-1.0,0.0,2211823216040.0,0.0,120226.0,0.012702370322950074,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,120185.0,0.02230293544737716,117563.0,-0.004209723869219029,118060.0,0.08536966554507508,108774.0,0.0,0.9999999999999915,0.9999999999999915,0.0,0.0,0.0,1.307511527971356,3.4141987350854923,4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.004553656543647033,-0.0053707612692359685,-0.006204889009941428
2025-07-19,118073.0,118073.0,118073.0,118023.0,116583.0,0.0,655287.0,518247.357078489,432190.0,8387552008.253034,0.004553656543647033,0.004543320017137281,0.023449282387724722,118377.57142857143,0.9970047414869768,0.02069396021262017,-0.0003133999661188991,114032.5,1.034994409488514,0.027746378033469767,0.07465581293706292,109587.36666666667,1.0769763303008368,0.023449282387724722,0.12412492499357097,108089.26,1.0919031178490712,0.021776336541765334,0.0745481859152366,102142.591328125,1.1554729370518835,0.022658440582445018,0.4895248263110199,97373.4571875,1.212065417095508,0.02503568141934362,0.24020729689878073,115602.78263847448,112200.40893531225,116630.0786475621,108817.24869186642,97361.50094952312,3402.3737031622295,2747.468131752129,654.9055714101005,1.238366940034792,112184.6,5291.108752574322,122766.81750514865,101602.38249485136,0.18865722220605227,0.7758590057877104,108089.26,5012.41588177158,118114.09176354315,98064.42823645684,0.18549172718072207,0.9954566936536821,49.867126337689506,64.68354883767665,64.63706161933354,0.45536565436470333,-0.5854209134250943,-1.7988933727170586,-0.03133999661188991,7.4655812937062915,12.412492499357096,-1.0,0.0,2211823216040.0,0.0,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,120185.0,0.02230293544737716,117563.0,-0.004209723869219029,118060.0,0.08536966554507508,0.9999999999999915,0.9995765331616796,0.0,0.0,0.0,1.4328879286305052,3.979318983984923,5,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.004185624835837176,-0.009879430280538504,0.0021351770417630256
2025-07-20,118517.0,118517.0,118517.0,118517.0,116583.0,0.0,625098.0,362605.3593660465,405387.0,8480399420.977846,0.004185624835837176,0.004176889475016231,0.02331503860586084,118513.85714285714,1.0000265189001323,0.020643080910429396,0.008114798023187486,114819.0,1.0322072130919009,0.02668363536844724,0.10242219038937361,110070.1,1.07674109499309,0.02331503860586084,0.1392031527851203,108312.06,1.0942179476597427,0.021499992768372826,0.10374661240302863,102565.041796875,1.1555301682099044,0.02226465810171588,0.5538739358852625,97498.3910546875,1.2155790338480745,0.025001666545167486,0.2671518540672304,116051.12377101686,112668.30456973356,117007.46291804968,109197.63109610697,97572.00342763732,3382.8192012833024,2874.538345658364,508.28085562493834,1.1768217343113399,112746.8,5338.908341006969,123424.61668201393,102068.98331798607,0.1894123235783869,0.7701956856835135,108312.06,5223.259969656061,118758.57993931213,97865.54006068787,0.19289670862712854,0.9884373006170214,53.426724137904166,71.09791147725636,66.27801930999402,0.4185624835837176,-1.4214895280554973,1.7837512882171058,0.8114798023187486,10.24221903893736,13.92031527851203,-1.0,0.0,2211823216040.0,0.0,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,120185.0,0.02230293544737716,117563.0,-0.004209723869219029,0.9999999999999916,0.9999999999999916,0.0,0.0,0.0,1.4035115920904844,4.019686385648797,6,7,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.0140064294573774,-0.000978762540395084,0.0037631732156568898
2025-07-21,116857.0,116857.0,116857.0,116857.0,116583.0,0.0,733805.0,503048.4317906841,388565.0,16769845337.783592,-0.0140064294573774,-0.014105445148609065,0.02355931594825941,118038.42857142857,0.9899911530022222,0.018993378897519796,-0.02769064359113038,115440.92857142857,1.0122666323468996,0.02728800026946686,0.08050855293573744,110489.83333333333,1.0576267198037732,0.02355931594825941,0.12076919388097629,108531.76,1.0767078687381364,0.021499844939709595,0.10375736738703334,102907.872265625,1.1355496661943265,0.02090183195815556,0.4151799154280831,97619.46,1.1970666504403813,0.02501368766243449,0.26136603877898157,116175.10472932196,112978.57830530885,116977.37033443977,109497.99850410278,97763.89394079515,3196.5264240131073,2938.9359613293127,257.5904626837946,1.0876475248430375,113217.45,5261.172227544376,123739.79445508875,102695.10554491125,0.18587849231878403,0.6729438727050602,108531.76,5348.06562993013,119227.89125986025,97835.62874013974,0.19710601320498541,0.8891706168211275,37.15851211604722,66.05805761495611,63.02386258625527,-1.40064294573774,-0.5370761269235969,-1.5675803163799906,-2.769064359113038,8.050855293573743,12.076919388097629,-1.0,0.0,2211823216040.0,0.0,118517.0,0.004185624835837176,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,120185.0,0.02230293544737716,0.9999999999999915,0.9999999999999915,0.0,0.0,0.0,1.4158801124821219,3.881124086550309,0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.0,0.018971905833625735,0.007932772533951749
2025-07-22,116857.0,116857.0,116857.0,116857.0,116583.0,0.0,730808.0,544080.707205705,423231.0,20152204153.66159,0.0,0.0,0.023462565673443854,118098.0,0.9894917780148605,0.014689108162314958,0.0035812435589144265,116033.92857142857,1.0070933686267785,0.027328869012638878,0.07647736170604769,110937.46666666666,1.053359189741719,0.023462565673443854,0.12983911513323276,108775.48,1.0742954202546284,0.021413699591213604,0.11642193157608127,103280.180859375,1.131456190603596,0.020523712793377155,0.4675708138403827,97736.598984375,1.1956319455998314,0.02500892805804567,0.25075454024429256,116280.01169404166,113265.8688012119,116953.2962675518,109786.58679805954,97953.87509561311,3014.1428928297682,2953.977347629404,60.16554520036425,1.020367639327914,113681.0,5146.047302745547,123973.09460549109,103388.90539450891,0.1810697408624308,0.6542931794614902,108775.48,5445.3175437849495,119666.1150875699,97884.8449124301,0.20024062569192613,0.8710307036741609,52.26310647993424,65.54332359765904,62.85121371811922,0.0,-0.9879430280538504,-2.802222480994132,0.35812435589144265,7.647736170604769,12.983911513323276,-1.0,0.0,2211823216040.0,0.0,116857.0,-0.0140064294573774,118517.0,0.004185624835837176,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,118718.0,0.019563723806252042,116440.0,-0.031160294545908407,0.9999999999999915,0.9999999999999915,0.0,0.0,0.0,1.401679299089226,3.9235895531413023,1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0.013212730088911995,-0.0008386318320682262,0.006084359516332016
2025-07-23,118401.0,118401.0,118401.0,118401.0,116583.0,0.0,738717.0,475185.7951275712,365110.0,13058241225.217842,0.013212730088911995,0.013126203307385386,0.023336019663624946,118052.71428571429,1.0029502558784187,0.013468240690978454,-0.0026701932310180254,116777.35714285714,1.0139037472406196,0.02721205049978175,0.09637661700295386,111474.03333333334,1.0621397329901248,0.023336019663624946,0.15734477635283084,109047.5,1.0857745477887977,0.02146703505507451,0.12978053435114512,103630.1425,1.1425343741083716,0.02007288015396911,0.4195939440337084,97856.5051953125,1.2099451105849468,0.02501442066399042,0.25398542363476784,116606.317587266,113646.248890011,117242.83701404145,110124.40692362584,98157.32907476125,2960.068697255003,2955.195617554524,4.873079700479138,1.001648987183972,114326.0,4867.722660005007,124061.44532001001,104590.55467998999,0.17031025873396996,0.709286779703011,109047.5,5580.704959674702,120208.9099193494,97886.0900806506,0.20470730496983977,0.9190106835778814,48.13067578719932,68.79514591155146,64.2209072977949,1.3212730088911995,-0.09787625403950839,0.7771006400653757,-0.26701932310180254,9.637661700295386,15.734477635283085,-1.0,0.0,2211823216040.0,0.0,116857.0,0.0,116857.0,-0.0140064294573774,118517.0,0.004185624835837176,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,118718.0,0.019563723806252042,0.9999999999999916,0.9999999999999916,0.0,0.0,0.0,1.3262535154228656,3.8573743318977534,2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0.005684073614243168,-0.0010641802011807089,-0.012145167692840464
2025-07-24,119074.0,119074.0,119074.0,119074.0,116583.0,0.0,719805.0,1182674.4499003277,408556.0,13853318530.230793,0.005684073614243168,0.005667980223031448,0.022211168354746912,117888.14285714286,1.0100591723146675,0.01256993849882553,-0.009581953986658509,117513.07142857143,1.0132830207946384,0.02721385889053898,0.09469174618934662,112144.76666666666,1.0617882897195583,0.022211168354746912,0.203351119734821,109317.5,1.0892492052964888,0.021460747698176963,0.12787239282399065,103968.01140625,1.145294580413998,0.019983431310806956,0.3961547163762109,97967.4408203125,1.21544463143014,0.024954728510743367,0.22900031609028582,116985.96103537893,114048.30452778796,117609.06961123316,110475.37135799346,98365.45515361935,2937.656507590975,2951.6877955618143,-14.031287970839458,0.9952463509206725,114799.25,4845.040099501633,124489.33019900326,105109.16980099674,0.16881783110957918,0.7205735098270387,109317.5,5733.69849740834,120784.89699481668,97850.10300518332,0.20979983982100894,0.9254016846372836,42.464678178925006,68.6729514140333,68.5357659847202,0.5684073614243168,1.8971905833625735,0.8905043932114998,-0.9581953986658509,9.469174618934662,20.3351119734821,-1.0,0.0,2211823216040.0,0.0,118401.0,0.013212730088911995,116857.0,0.0,116857.0,-0.0140064294573774,118517.0,0.004185624835837176,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,120226.0,0.012702370322950074,0.9999999999999916,0.9999999999999916,0.0,0.0,0.0,1.5360746804008336,4.6378678412274414,3,7,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.01944169172111465,-0.0009321934259368669,-0.017720073231771827
2025-07-25,116759.0,116759.0,116759.0,116759.0,116583.0,0.0,749904.0,606640.6179392493,433467.0,24090738856.259953,-0.01944169172111465,-0.019633167210888,0.021646494751743434,117784.0,0.9912976295591847,0.011650993770564595,-0.006204889009941428,118083.42857142857,0.9887839590410571,0.028070974662961972,0.07340908673028479,112600.0,1.0369360568383565,0.021646494751743434,0.1324610579814165,109564.76,1.0656619883984497,0.021600887431111323,0.11842407755086404,104298.751640625,1.1194668983412888,0.019990945385753318,0.3952205616356803,98060.698671875,1.1906808903196884,0.024984912779965333,0.19011373931526432,116951.04395301294,114249.09678498885,117439.05568898654,110721.78816748392,98548.47550034951,2701.947168024082,2901.739670054268,-199.79250203018591,0.9311473375461761,115146.0,4716.692942706654,124579.38588541331,105712.61411458669,0.16385086560389822,0.5854942233675381,109564.76,5783.487241787371,121131.73448357474,97997.78551642525,0.21114406646032238,0.8109819257496899,44.95222268379523,63.35507609965255,60.26708788049208,-1.9441691721114651,-0.08386318320682262,-1.483331505184915,-0.6204889009941428,7.340908673028479,13.246105798141649,-1.0,0.0,2211823216040.0,0.0,119074.0,0.005684073614243168,118401.0,0.013212730088911995,116857.0,0.0,116857.0,-0.0140064294573774,118517.0,0.004185624835837176,118023.0,0.004553656543647033,117488.0,-0.02277377605509623,0.9999999999999915,0.9999999999999915,0.0,0.0,0.0,1.7379755055806234,5.970547323491092,4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.012984009797959883,0.008778766519069281,-0.029522349454859986
