Date,Open,High,Low,Close,Adj_Close,Volume
2024-07-31 00:00:00,3275.2279392434525,3282.8389417009635,3235.581621497239,3276.981779516743,3276.981779516743,13805865977.524103
2024-08-01 00:00:00,3233.9136860066965,3246.515849481787,3222.2388015942947,3233.076804863122,3233.076804863122,16143420325.47769
2024-08-02 00:00:00,3207.8616816080853,3214.209957351476,3202.185271772568,3204.2465237463616,3204.2465237463616,17786413332.129932
2024-08-03 00:00:00,2982.2020463220256,2987.1900814150963,2976.2531473184304,2983.300976694291,2983.300976694291,18785849199.903355
2024-08-04 00:00:00,2902.8261415673524,2913.2685275372105,2894.289287386912,2906.7150241765007,2906.7150241765007,17701956694.58319
2024-08-05 00:00:00,2682.287431743671,2693.8793115312656,2665.689382188562,2682.4373928187924,2682.4373928187924,22171247833.139385
2024-08-06 00:00:00,2414.9515342180857,2418.5801305720856,2413.537765688039,2415.6311394312143,2415.6311394312143,73571034926.63428
2024-08-07 00:00:00,2453.9735346775315,2455.6068224838523,2444.17848919854,2455.51137665051,2455.51137665051,27613148149.796356
2024-08-08 00:00:00,2342.209819223345,2347.460123779587,2337.93649700894,2341.590346028249,2341.590346028249,24968091142.09198
2024-08-09 00:00:00,2689.5857625842746,2696.905595793032,2674.488981796374,2685.012750687489,2685.012750687489,24290512619.839314
2024-08-10 00:00:00,2604.052367232132,2613.1279240107383,2599.389441979447,2602.1840712761878,2602.1840712761878,18077335701.97768
2024-08-11 00:00:00,2604.6426202785824,2608.3531367118103,2594.757348547877,2608.0357436286963,2608.0357436286963,8849019546.648287
2024-08-12 00:00:00,2558.204370883904,2561.8246663337886,2541.397168084921,2558.790870730736,2558.790870730736,12624674028.077477
2024-08-13 00:00:00,2721.708210185409,2738.281483817774,2671.6829939285035,2726.777988551933,2726.777988551933,22670968464.846756
2024-08-14 00:00:00,2707.1933154384938,2715.777392351504,2692.549092039553,2703.5505587641255,2703.5505587641255,16366799383.61909
2024-08-15 00:00:00,2658.7441411858376,2662.8126369948795,2639.4499679055752,2662.780395092489,2662.780395092489,15887432311.728333
2024-08-16 00:00:00,2570.117784128725,2572.760413098832,2544.0369057642683,2569.8604812159274,2569.8604812159274,15498476343.410463
2024-08-17 00:00:00,2596.7024205764455,2611.252715314927,2579.786924287314,2592.249006212312,2592.249006212312,12841847017.271076
2024-08-18 00:00:00,2615.0134941492342,2629.5918510371866,2604.508301880595,2613.139261446099,2613.139261446099,5483825246.098839
2024-08-19 00:00:00,2618.6476635831814,2621.717670678545,2604.038069123885,2614.6012806263716,2614.6012806263716,8617702421.12827
2024-08-20 00:00:00,2638.5956042828057,2645.609882685654,2608.1243691714153,2640.5904207330605,2640.5904207330605,11730843561.162947
2024-08-21 00:00:00,2573.2446366909508,2581.11791101546,2556.3921679333475,2575.643435503567,2575.643435503567,12823659998.035198
2024-08-22 00:00:00,2630.3552365767846,2642.419914106624,2613.593683208751,2630.2988017642488,2630.2988017642488,11246256658.90509
2024-08-23 00:00:00,2621.2329168750493,2624.9777111278913,2597.812711208916,2623.289171364539,2623.289171364539,10277172867.663338
2024-08-24 00:00:00,2767.18067496372,2770.0896427770463,2741.958363532222,2763.2554073640704,2763.2554073640704,17876365362.452858
2024-08-25 00:00:00,2770.4774284164546,2787.1004184027756,2766.05231800014,2767.840733546234,2767.840733546234,11990449014.147696
2024-08-26 00:00:00,2742.4228536735154,2756.0839811731234,2737.1403281635025,2745.164671605207,2745.164671605207,8312216650.941433
2024-08-27 00:00:00,2683.842806725278,2694.6433218266693,2679.474423678992,2683.0801154902983,2683.0801154902983,11486270160.014797
2024-08-28 00:00:00,2452.868987978741,2487.885512635238,2435.251363488843,2457.2773517547434,2457.2773517547434,17505948780.2572
2024-08-29 00:00:00,2525.4752586010995,2539.4884360855754,2523.6236000245485,2527.0269814017706,2527.0269814017706,21234602056.030586
2024-08-30 00:00:00,2527.8465618695313,2533.8206481553416,2518.2179744332548,2526.7383553003406,2526.7383553003406,13272715023.256615
2024-08-31 00:00:00,2527.6463619712913,2541.9414498037954,2524.919883298595,2527.690204915795,2527.690204915795,15607580785.925383
2024-09-01 00:00:00,2516.712667174338,2520.994456007202,2503.1189546312635,2513.3643501004462,2513.3643501004462,6105765553.728281
2024-09-02 00:00:00,2430.4180573194812,2445.9295073631797,2420.7402763593122,2430.0202661439344,2430.0202661439344,11229587557.968822
2024-09-03 00:00:00,2537.9628043492057,2552.2230761496817,2521.6710942055934,2534.9048168403706,2534.9048168403706,12130504179.053215
2024-09-04 00:00:00,2434.9782410016337,2444.772243129922,2431.1188634937207,2437.1471557556497,2437.1471557556497,9565142020.243557
2024-09-05 00:00:00,2451.4848540894163,2466.4610802151224,2446.393562341456,2448.30785784089,2448.30785784089,16639700582.521397
2024-09-06 00:00:00,2367.9005012935977,2371.3903311542877,2354.933089404544,2367.7700509506026,2367.7700509506026,11060190870.627691
2024-09-07 00:00:00,2224.0967015557726,2227.585900064352,2210.9643531192796,2223.780428382685,2223.780428382685,26087934661.284035
2024-09-08 00:00:00,2267.1323569841234,2296.2107377598786,2256.3107924645738,2272.6972849951912,2272.6972849951912,10405191111.340616
2024-09-09 00:00:00,2293.010287134248,2308.6888664117005,2279.337738778179,2296.4029520764498,2296.4029520764498,9844980386.825493
2024-09-10 00:00:00,2363.893237309798,2363.9917326514064,2350.1356396271867,2359.565766831627,2359.565766831627,15874675673.552357
2024-09-11 00:00:00,2389.5989766749854,2405.8967243708607,2385.6025388928674,2389.4740111256497,2389.4740111256497,12508388687.122387
2024-09-12 00:00:00,2342.523553928712,2350.8705033008514,2335.040325535143,2342.9639236941434,2342.9639236941434,14692963988.99108
2024-09-13 00:00:00,2361.062206391938,2372.177463433147,2345.3006613993853,2362.300238174588,2362.300238174588,11610780893.077023
2024-09-14 00:00:00,2444.271984596393,2452.3577212768682,2428.401698022661,2445.08621032297,2445.08621032297,13122792869.978857
2024-09-15 00:00:00,2415.770671438829,2421.8986307057958,2407.902895079626,2418.0828083179904,2418.0828083179904,7248493705.268602
2024-09-16 00:00:00,2321.896989691168,2327.7508887154695,2316.1284083821342,2322.6433317480564,2322.6433317480564,9361948332.945747
2024-09-17 00:00:00,2296.4344994977037,2304.4731943969864,2281.0037869714156,2295.1348386540835,2295.1348386540835,16629103878.54157
2024-09-18 00:00:00,2342.6696350371762,2345.533453922455,2340.2082253248204,2341.0924132597524,2341.0924132597524,14449511265.93516
2024-09-19 00:00:00,2362.7210314970866,2378.6511326262053,2351.623288893942,2361.960992100706,2361.960992100706,17524561761.811428
2024-09-20 00:00:00,2466.064460934924,2478.874492945295,2456.1856323137995,2465.2347833172967,2465.2347833172967,17820089225.37694
2024-09-21 00:00:00,2557.7333994764554,2577.0722968649306,2553.3374430115496,2557.6218555442515,2557.6218555442515,18498405459.395584
2024-09-22 00:00:00,2615.3096702768166,2633.4049210495405,2609.8319907166774,2614.599604753501,2614.599604753501,9276102854.536339
2024-09-23 00:00:00,2579.833666038994,2596.64490334873,2570.4123346285132,2582.847683741262,2582.847683741262,12759588941.97967
2024-09-24 00:00:00,2645.18287996731,2654.63174579112,2614.6504440765307,2647.9931622033255,2647.9931622033255,19740370943.835594
2024-09-25 00:00:00,2655.061134967981,2655.4144677897207,2643.922189603828,2653.844345308008,2653.844345308008,16584773336.25631
2024-09-26 00:00:00,2576.2350525598517,2586.314377089404,2574.676361373929,2578.566359563475,2578.566359563475,14003678832.756735
2024-09-27 00:00:00,2628.7556782271827,2653.5842695676815,2615.71252964236,2630.94983700893,2630.94983700893,16686162392.966532
2024-09-28 00:00:00,2695.8431540084857,2708.8916182288604,2688.325227980293,2698.1928212346033,2698.1928212346033,16468123574.12263
2024-09-29 00:00:00,2679.886626705533,2687.8041794191977,2665.2403447756415,2680.218702062471,2680.218702062471,9607072594.439383
2024-09-30 00:00:00,2657.110597935563,2668.450659895878,2650.613670966642,2659.611211611689,2659.611211611689,9570811494.068226
2024-10-01 00:00:00,2600.212440780608,2607.791120508722,2587.7456164118435,2597.3411516834435,2597.3411516834435,17539259209.42195
2024-10-02 00:00:00,2452.817410721037,2468.1309273476195,2422.8433550907976,2451.631522589772,2451.631522589772,26538568534.282005
2024-10-03 00:00:00,2366.0133842271784,2372.5195309110595,2363.416227471227,2365.231040243019,2365.231040243019,20613586399.40693
2024-10-04 00:00:00,2349.1193929362876,2352.4414200320707,2340.925888572062,2348.0048369247393,2348.0048369247393,18771995105.191242
2024-10-05 00:00:00,2413.29099902886,2419.0987720984995,2394.7403524620618,2416.9184055552637,2416.9184055552637,15230883994.399237
2024-10-06 00:00:00,2416.395117935815,2421.393636850647,2404.769800429444,2415.4038137445546,2415.4038137445546,7362867897.959902
2024-10-07 00:00:00,2438.5732702122423,2440.7194549625906,2424.7375895312884,2438.030912544012,2438.030912544012,7641011283.520121
2024-10-08 00:00:00,2420.836322421238,2440.746020977265,2412.6287013753567,2422.7506412955013,2422.7506412955013,16943828822.371426
2024-10-09 00:00:00,2441.4253904773973,2450.359893751222,2441.0706407417233,2441.4651696200294,2441.4651696200294,13601054198.545612
2024-10-10 00:00:00,2367.6580659819165,2373.844889095887,2350.836742336567,2367.615096789395,2367.615096789395,14384326799.317202
2024-10-11 00:00:00,2380.6857189816556,2398.3258430976703,2380.3077356847552,2381.7817088014776,2381.7817088014776,14686776834.298496
2024-10-12 00:00:00,2434.086604810602,2439.086863441541,2425.446640399547,2435.7137843692162,2435.7137843692162,13097241431.234644
2024-10-13 00:00:00,2481.5127115688783,2492.4329200740776,2462.850901582689,2477.6130275578225,2477.6130275578225,8538997411.470292
2024-10-14 00:00:00,2468.4624427414433,2472.0273368579237,2464.412457184393,2466.8607267086663,2466.8607267086663,7516544091.44527
2024-10-15 00:00:00,2633.6260776746603,2640.845696132368,2608.4356292861453,2628.504376157751,2628.504376157751,21502937840.286705
2024-10-16 00:00:00,2600.5720087177274,2610.981378950683,2574.662409896882,2602.0760435960988,2602.0760435960988,21986428173.14599
2024-10-17 00:00:00,2611.61412464037,2616.813014437267,2595.37782532202,2611.700159182395,2611.700159182395,16135687550.25065
2024-10-18 00:00:00,2605.3383915756167,2605.9548974924087,2597.851368216233,2603.1202923346113,2603.1202923346113,14330391810.475258
2024-10-19 00:00:00,2644.15031465215,2672.3807493917407,2642.565315018628,2643.156520987104,2643.156520987104,16301885114.203026
2024-10-20 00:00:00,2648.093466269118,2660.190915109834,2644.8075927713912,2649.979289580214,2649.979289580214,7337169826.464913
2024-10-21 00:00:00,2746.51161609562,2750.539201587674,2733.439542319558,2742.9591411600395,2742.9591411600395,12697856633.571321
2024-10-22 00:00:00,2666.0281124164576,2673.7908183870954,2657.10635695415,2665.731938974013,2665.731938974013,17340865615.868176
2024-10-23 00:00:00,2622.4179402956825,2625.079480039885,2618.8168249381674,2619.5653130506435,2619.5653130506435,15418370745.51069
2024-10-24 00:00:00,2521.1120905282087,2536.2890334833646,2508.0875562157767,2524.1038563091197,2524.1038563091197,19004341635.326817
2024-10-25 00:00:00,2537.255720988145,2552.6568694384805,2526.0290127100616,2536.234041319884,2536.234041319884,16708110976.636312
2024-10-26 00:00:00,2420.949509689065,2429.4083865153475,2409.0057414315684,2422.09328922875,2422.09328922875,23734197478.807434
2024-10-27 00:00:00,2480.147119599543,2485.9350760841266,2474.9876020482716,2479.3736032443317,2479.3736032443317,13434262241.34632
2024-10-28 00:00:00,2505.786985705956,2510.735019525411,2480.910660164529,2505.502947138879,2505.502947138879,8656317174.654642
2024-10-29 00:00:00,2565.40864598023,2572.770132529236,2544.247692744362,2564.8138556782997,2564.8138556782997,19560694034.693996
2024-10-30 00:00:00,2637.272818662103,2645.3766934958844,2625.080396748535,2638.637351278122,2638.637351278122,22541317733.245987
2024-10-31 00:00:00,2656.286486577235,2658.252145142717,2639.873676664881,2657.6141818494384,2657.6141818494384,22790792400.863556
2024-11-01 00:00:00,2513.016980687605,2521.98631604326,2495.0007326533514,2514.750787241073,2514.750787241073,20097565241.562813
2024-11-02 00:00:00,2510.2212880602146,2537.5628330982327,2508.7279629732448,2513.8372870612066,2513.8372870612066,20396109310.40712
2024-11-03 00:00:00,2491.2246766973053,2500.6335982478913,2476.6689035726013,2491.352150058657,2491.352150058657,8253307127.229915
2024-11-04 00:00:00,2458.5342107122933,2477.677252212541,2430.4595052549,2456.979687344711,2456.979687344711,14546539750.496363
2024-11-05 00:00:00,2394.9464608005387,2405.7645553247257,2384.1839167652997,2395.9472139132804,2395.9472139132804,17316680977.698635
2024-11-06 00:00:00,2422.1412856685806,2437.4161468616226,2421.911655147863,2422.368479855642,2422.368479855642,18024855703.904736
2024-11-07 00:00:00,2720.016958232265,2754.9308756117384,2709.437087123046,2720.6217450068793,2720.6217450068793,42388106411.06861
2024-11-08 00:00:00,2895.789853214773,2900.060730296647,2889.7447925431106,2894.9718733838376,2894.9718733838376,36844374455.9351
2024-11-09 00:00:00,2962.44914359055,2982.0700562244033,2954.934630279196,2960.9593369382137,2960.9593369382137,33688997426.40259
2024-11-10 00:00:00,3125.9987289550504,3146.3123965591512,3114.0717586370024,3130.035524073996,3130.035524073996,30583711140.36284
2024-11-11 00:00:00,3190.8503433247038,3208.9482785972396,3187.613795566842,3191.9044555518153,3191.9044555518153,47726595161.32535
2024-11-12 00:00:00,3373.6978791142274,3382.7387756877406,3361.54196481532,3372.7914863430115,3372.7914863430115,62390436438.24982
2024-11-13 00:00:00,3255.7667680316877,3277.862594208907,3252.5674993357065,3260.934386131155,3260.934386131155,60074013245.45247
2024-11-14 00:00:00,3191.49171770774,3200.2802844980974,3186.38176732906,3191.8991843987947,3191.8991843987947,65592582441.25777
2024-11-15 00:00:00,3062.158372393247,3065.7180469649156,3056.228147159062,3059.812296932496,3059.812296932496,37531565153.535194
2024-11-16 00:00:00,3096.5994298128603,3113.1928293826554,3071.1294927825065,3093.913043390382,3093.913043390382,33076552515.401417
2024-11-17 00:00:00,3138.844419508693,3159.5227440191725,3098.581121272793,3133.8802234191417,3133.8802234191417,26503107468.25979
2024-11-18 00:00:00,3078.117922489011,3106.025033424119,3065.595938364407,3075.534532601624,3075.534532601624,28547657381.28478
2024-11-19 00:00:00,3207.859681470399,3210.201348719637,3200.1997969631684,3209.4239073326826,3209.4239073326826,35364731417.99857
2024-11-20 00:00:00,3115.6639670235086,3116.318584954872,3092.9828985687896,3112.9098010150224,3112.9098010150224,29767245881.040333
2024-11-21 00:00:00,3071.5154224966664,3101.1778823873283,3056.6175233671906,3075.193856649331,3075.193856649331,29508936260.346874
2024-11-22 00:00:00,3367.8003279046106,3401.6292071514345,3342.1601635482957,3365.9369715466096,3365.9369715466096,55714132904.97961
2024-11-23 00:00:00,3328.0921162167847,3344.783572824269,3320.8826641594296,3327.7571951719624,3327.7571951719624,36536922518.79305
2024-11-24 00:00:00,3387.82248180138,3394.340149282465,3374.8282030680907,3394.036961782547,3394.036961782547,42885423857.47691
2024-11-25 00:00:00,3366.7489409776144,3375.1651951375857,3362.4441645990314,3368.7027619429946,3368.7027619429946,30123422893.99126
2024-11-26 00:00:00,3420.760097383299,3426.5803337132324,3397.7746155197547,3417.291223691937,3417.291223691937,53625394443.87371
2024-11-27 00:00:00,3321.6194958724295,3352.9542482531165,3321.3073293559314,3325.636532587645,3325.636532587645,41896722105.13149
2024-11-28 00:00:00,3670.9347523517704,3688.5042245791396,3650.307650257303,3666.1884904377557,3666.1884904377557,48465294233.32744
2024-11-29 00:00:00,3580.267553959321,3608.6195479675316,3576.9398714013873,3579.2407862474997,3579.2407862474997,33082767875.13153
2024-11-30 00:00:00,3595.883243321598,3622.2493773561264,3594.570266850472,3598.1933212253616,3598.1933212253616,28800628431.21762
2024-12-01 00:00:00,3705.978507968282,3717.5608931475253,3700.8965799868834,3709.9094391073327,3709.9094391073327,31961998508.230377
2024-12-02 00:00:00,3701.8058429537496,3721.3943743244436,3689.1924476368577,3708.8072387383017,3708.8072387383017,29705280034.459038
2024-12-03 00:00:00,3645.5250286170585,3651.138841445529,3641.7217461931273,3643.855375704235,3643.855375704235,49031522663.40944
2024-12-04 00:00:00,3626.642256100918,3643.1276437100173,3610.8588339359458,3625.7104579497204,3625.7104579497204,39557549415.34987
2024-12-05 00:00:00,3840.3128196065027,3847.2914428748554,3831.878490388091,3839.443460715871,3839.443460715871,59744855714.19937
2024-12-06 00:00:00,3796.2649698306204,3798.894227912551,3785.2307120924297,3796.8688671601276,3796.8688671601276,64995601294.502495
2024-12-07 00:00:00,4013.1363528303013,4061.1268445234605,4000.01795725011,4013.726145388712,4013.726145388712,55954471926.67034
2024-12-08 00:00:00,4008.1686783314185,4030.0056243178356,4000.3005232722276,4000.992076502189,4000.992076502189,21959792763.543846
2024-12-09 00:00:00,4019.4659084444957,4031.9921986991662,4012.572171608103,4015.7820212328807,4015.7820212328807,20728146237.12733
2024-12-10 00:00:00,3719.5723792577996,3719.8290463239364,3699.0780916952253,3713.3138979971745,3713.3138979971745,59141397866.09827
2024-12-11 00:00:00,3625.2765514335756,3633.61101536581,3609.1672505208267,3626.5886417774996,3626.5886417774996,63643513993.15369
2024-12-12 00:00:00,3824.4828738642123,3835.4617129770027,3812.2203231408657,3828.1075883404096,3828.1075883404096,38471623681.40909
2024-12-13 00:00:00,3875.4590219038764,3883.5310537002906,3851.893194059257,3878.850012073054,3878.850012073054,47474608675.336655
2024-12-14 00:00:00,3900.3900089585313,3916.7913059245084,3896.946087725979,3907.4296595053356,3907.4296595053356,36218321642.49857
2024-12-15 00:00:00,3871.760446068991,3883.885877545491,3855.4254318729704,3866.9958020348054,3866.9958020348054,28647722345.409325
2024-12-16 00:00:00,3959.6583808569612,3972.556072202215,3945.368149150718,3961.3154661802305,3961.3154661802305,24816850994.80954
2024-12-17 00:00:00,4002.9818934724235,4027.7141774336337,3985.181455425678,3992.857195846062,3992.857195846062,50679799770.94302
2024-12-18 00:00:00,3874.6852241442507,3897.623510509841,3874.409325414167,3879.4062240100893,3879.4062240100893,32823036037.584606
2024-12-19 00:00:00,3625.5830692996624,3670.8236800678965,3625.1366181674784,3628.2624780444953,3628.2624780444953,50734709374.83128
2024-12-20 00:00:00,3432.1295201123035,3439.8410012208483,3418.9415095082786,3434.6754695380805,3434.6754695380805,64452959600.863884
2024-12-21 00:00:00,3474.9407800787376,3490.22468631927,3455.370848423406,3468.658920056454,3468.658920056454,72936574193.4554
2024-12-22 00:00:00,3338.5009512356296,3345.258860812438,3335.5109257434397,3337.5972231166807,3337.5972231166807,32479699770.041058
2024-12-23 00:00:00,3276.698233554662,3293.179278937686,3254.7518495321165,3275.8894274015142,3275.8894274015142,25811397925.979923
2024-12-24 00:00:00,3413.8043778278325,3438.1672614009735,3404.9694006544573,3414.6414419807993,3414.6414419807993,35528067791.09896
2024-12-25 00:00:00,3501.6641886738134,3505.8768653791235,3488.6801436821042,3497.555287927574,3497.555287927574,24085249644.32143
2024-12-26 00:00:00,3486.4115864495657,3496.144860933669,3485.5456183458514,3494.5109273631047,3494.5109273631047,17503804977.00058
2024-12-27 00:00:00,3327.50028350754,3345.226839928169,3318.041105893663,3327.7897761683494,3327.7897761683494,21239977785.94795
2024-12-28 00:00:00,3327.6551214395777,3331.1949114919003,3323.143943968481,3328.6111553091764,3328.6111553091764,24582312087.174118
2024-12-29 00:00:00,3395.4743359135186,3431.9503956287413,3374.5414984921053,3397.8341205085153,3397.8341205085153,13861298668.649797
2024-12-30 00:00:00,3362.865942054418,3382.7908465621776,3340.762599209457,3357.330742971463,3357.330742971463,11315432322.371536
2024-12-31 00:00:00,3359.206989010248,3381.0199544111383,3353.6277738152794,3359.513941757392,3359.513941757392,27664137021.813133
2025-01-01 00:00:00,3335.99164710695,3353.5518039752264,3322.9824106194283,3336.6175137659498,3336.6175137659498,21466394178.61746
2025-01-02 00:00:00,3348.616449167685,3375.0290647888037,3342.953376733949,3348.967247123586,3348.967247123586,13440599794.35101
2025-01-03 00:00:00,3448.3083984294826,3452.8449414343972,3438.156530987031,3448.140436960939,3448.140436960939,22683249623.05199
2025-01-04 00:00:00,3599.0038749841306,3608.9332224955356,3590.0946333571887,3604.2913795931763,3604.2913795931763,22019312215.306797
2025-01-05 00:00:00,3658.9061800104782,3675.7819496511192,3650.7764823876864,3660.37804173532,3660.37804173532,15951962220.78043
2025-01-06 00:00:00,3636.8728773964035,3650.6444370108106,3596.13365473639,3635.8549961807084,3635.8549961807084,12542101206.558632
2025-01-07 00:00:00,3688.1103586601407,3695.912350142862,3665.184003759223,3687.1447140588307,3687.1447140588307,24440100572.59286
2025-01-08 00:00:00,3377.6151551558637,3403.6713806132266,3365.470995107914,3380.0211263090155,3380.0211263090155,32832589510.813023
2025-01-09 00:00:00,3320.864474993103,3335.5996314042727,3307.2801276056603,3325.1300293537356,3325.1300293537356,35080974963.72023
2025-01-10 00:00:00,3222.283519995451,3243.156414125799,3201.0719560956372,3219.09284475812,3219.09284475812,30096896683.041233
2025-01-11 00:00:00,3270.7584544935808,3279.993340962474,3246.2745320511012,3269.1759954060667,3269.1759954060667,26722437003.95787
2025-01-12 00:00:00,3289.086282715657,3297.4791199636634,3256.296420864778,3283.591322828503,3283.591322828503,11047744222.743227
2025-01-13 00:00:00,3261.1720037208224,3267.3452258952957,3248.166169249626,3264.070968533687,3264.070968533687,9699706283.258541
2025-01-14 00:00:00,3133.821516424776,3142.0170121276656,3116.913283146275,3134.5520394596483,3134.5520394596483,41743898872.017
2025-01-15 00:00:00,3224.625958758648,3228.486018886814,3214.8007106971645,3224.8006483414138,3224.8006483414138,22365842880.809456
2025-01-16 00:00:00,3441.5882642718507,3465.003135422883,3429.6094410943624,3447.0340476747956,3447.0340476747956,23773995063.828526
2025-01-17 00:00:00,3311.411785344953,3316.11862683293,3302.4065788218854,3309.4466139900196,3309.4466139900196,25012556602.905136
2025-01-18 00:00:00,3477.1734581234246,3480.2119774282455,3425.8387803992696,3477.284285084809,3477.284285084809,27778832363.7708
2025-01-19 00:00:00,3312.3245974244383,3337.2242963019376,3277.7601141000664,3309.0995676199964,3309.0995676199964,32195594202.134895
2025-01-20 00:00:00,3207.0581008435474,3209.480477318553,3193.605238786372,3208.1365439891497,3208.1365439891497,59678736709.7496
2025-01-21 00:00:00,3265.7169604208907,3285.9071668836177,3261.4903547084987,3263.069869880814,3263.069869880814,49563768850.78339
2025-01-22 00:00:00,3329.787438693884,3348.8168500036822,3316.945678554061,3326.0285404709143,3326.0285404709143,33762939512.697853
2025-01-23 00:00:00,3235.662030185237,3248.2194992251266,3214.4422024758687,3237.2996671291435,3237.2996671291435,21782301388.383984
2025-01-24 00:00:00,3334.234139097869,3349.679841314113,3322.2753222934775,3332.580893146162,3332.580893146162,33863218042.431107
2025-01-25 00:00:00,3315.1963923350027,3320.5883901728353,3295.4580538282335,3311.8499838687,3311.8499838687,25895320216.868122
2025-01-26 00:00:00,3310.717831025913,3326.071156505688,3303.7639476611957,3320.1314101789453,3320.1314101789453,12706329663.414034
2025-01-27 00:00:00,3230.714771140113,3237.687827358445,3212.4753900353357,3232.2767744705584,3232.2767744705584,13000445022.22209
2025-01-28 00:00:00,3171.3552900684676,3176.1926823212725,3157.348120064299,3173.5346079397173,3173.5346079397173,41151086046.07612
2025-01-29 00:00:00,3080.2577640897084,3109.221065468513,3067.8722128626237,3076.4937692857234,3076.4937692857234,19807794444.483303
2025-01-30 00:00:00,3112.205212464614,3121.387798406351,3090.76127929668,3114.4358854363104,3114.4358854363104,22051422147.78046
2025-01-31 00:00:00,3255.4415950900825,3262.9485611676646,3244.7128646155847,3248.249484352305,3248.249484352305,19504592311.356525
